"Ano","Regiao","Sub_Regiao","Pais","Mes","GeoCodUnidMaior","UnidMaior","GeoCodUnidMenor","UnidMenor","Especie","Categoria","TotalCasos","TotalNaoConfirmados","CASO_VARIANTE","CASO_FILOGEN","CASO_CERTIFICACAO","CASO_DATA_CERTIFIC","CASO_LAB","matchcode"
1980,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",550,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1981,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",469,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1982,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",160,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",37,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",17,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",13,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1983,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1984,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",95,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1985,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1986,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",11,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1989,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1990,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1991,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",10,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1992,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",17,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",19,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",9,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1993,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",8,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",7,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1994,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1995,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1996,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",2,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",3,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1997,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1998,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2004-07-02 10:00:34.640","NULL",NA
1999,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","1999-12-23 00:00:00.000","1",NA
1999,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","1999-12-23 00:00:00.000","1",NA
1999,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","1999-12-23 00:00:00.000","1",NA
1999,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","1999-12-23 00:00:00.000","3",NA
1999,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","1999-12-23 00:00:00.000","4",NA
1999,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",3,"0","NULL","NULL","P","1999-12-23 00:00:00.000","3",NA
1999,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","1999-12-23 00:00:00.000","1",NA
1999,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2000-03-28 00:00:00.000","1",NA
2000,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2001-05-15 00:00:00.000","1",NA
2000,"América Latina","Cono Sur","Argentina",5,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2001-05-15 00:00:00.000","1",NA
2000,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2001-05-15 00:00:00.000","1",NA
2000,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2001-05-15 00:00:00.000","1",NA
2001,"América Latina","Cono Sur","Argentina",0,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-09-22 12:14:39.513","2",NA
2002,"América Latina","Cono Sur","Argentina",1,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-01-10 00:00:00.000","2",NA
2002,"América Latina","Cono Sur","Argentina",4,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2003-01-10 00:00:00.000","1",NA
2002,"América Latina","Cono Sur","Argentina",6,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2003-01-10 00:00:00.000","1",NA
2002,"América Latina","Cono Sur","Argentina",7,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",1,"0","NULL","NULL","P","2003-01-10 00:00:00.000","1",NA
2002,"América Latina","Cono Sur","Argentina",8,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-01-10 00:00:00.000","2",NA
2002,"América Latina","Cono Sur","Argentina",9,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",2,"0","NULL","NULL","P","2003-01-10 00:00:00.000","2",NA
2002,"América Latina","Cono Sur","Argentina",10,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",6,"0","NULL","NULL","P","2003-01-10 00:00:00.000","6",NA
2002,"América Latina","Cono Sur","Argentina",11,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",4,"0","NULL","NULL","P","2003-01-10 00:00:00.000","4",NA
2002,"América Latina","Cono Sur","Argentina",12,"...","Sin Informacion","...","Sin Informacion","Perros","Perros",25,"0","NULL","NULL","P","2003-01-10 00:00:00.000","25",NA
2003,"América Latina","Cono Sur","Argentina",1,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",1,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",1,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",5,"NULL","NULL","NULL","P","2003-05-07 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",1,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",2,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-05-07 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",2,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",3,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",3,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",3,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",4,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-05-07 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",4,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-05-14 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",5,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",5,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",5,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",6,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",6,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",2,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
2003,"América Latina","Cono Sur","Argentina",7,"ARG-SAL","Salta","...","Sin Informacion","Perros","Perros",1,"NULL","NULL","NULL","P","2003-09-23 00:00:00.000","NULL",NA
